energy,liveness,speechiness,danceability,valence,uri
0.317,0.1,0.0311,0.247,0.369,spotify:track:4wRI4OqzKEPMPrIWlMRh2N
0.415,0.0732,0.0325,0.527,0.298,spotify:track:3VQ10BPTbMGL8eOmxJl3bf
0.817,0.101,0.0465,0.48,0.232,spotify:track:121A7emtDzvnIiXZWlAP3S
0.532,0.124,0.0296,0.569,0.32,spotify:track:3ingEHxOKK6ZVhiqJu0KKq
0.523,0.132,0.03,0.765,0.394,spotify:track:1rfofaqEpACxVEHIZBJe6W
0.606,0.125,0.0484,0.262,0.275,spotify:track:3zHq9ouUJQFQRf3cm1rRLu
0.703,0.0657,0.0369,0.73,0.595,spotify:track:2K87XMYnUMqLcX3zvtAF4G
0.708,0.0841,0.0474,0.664,0.742,spotify:track:5Gu0PDLN4YJeW75PpBSg9p
0.724,0.12,0.0486,0.601,0.508,spotify:track:4hQ6UGyWQIGJmHSo0J88JW
0.7,0.153,0.0694,0.762,0.608,spotify:track:2ekn2ttSfGqwhhate0LSR0
0.754,0.0486,0.0676,0.746,0.746,spotify:track:3zkWCteF82vJwv0hRLba76
0.804,0.204,0.0448,0.724,0.306,spotify:track:0tBbt8CrmxbjRP0pueQkyU
0.854,0.124,0.463,0.596,0.152,spotify:track:2iUXsYOEPhVqEBwsqP70rE
0.866,0.257,0.0619,0.578,0.619,spotify:track:4kbj5MwxO1bq9wjT5g9HaA
0.663,0.119,0.0477,0.6,0.286,spotify:track:4nVBt6MZDDP6tRVdQTgxJg
0.851,0.108,0.0639,0.722,0.452,spotify:track:5yDL13y5giogKs2fSNf7sj
0.761,0.0823,0.0338,0.736,0.114,spotify:track:7cgu4JBW3hq1GwTM1ilkKQ
0.485,0.0766,0.0361,0.677,0.493,spotify:track:7795WJLVKJoAyVoOtCWqXN
0.585,0.0644,0.0432,0.803,0.593,spotify:track:4tCtwWceOPWzenK2HAIJSb
0.705,0.118,0.0382,0.664,0.477,spotify:track:2tpWsVSb9UEmDRxAl1zhX1
0.857,0.343,0.0808,0.414,0.348,spotify:track:07nH4ifBxUB4lZcsf44Brn
0.68,0.109,0.0629,0.775,0.656,spotify:track:7oGZAicScQt96OAW4AruYy
0.671,0.0452,0.0678,0.509,0.55,spotify:track:7x5xYW5W42OGPAdHUyyguy
0.769,0.105,0.0425,0.705,0.583,spotify:track:22VdIZQfgXJea34mQxlt81
0.671,0.12,0.0336,0.719,0.786,spotify:track:13P5rwmk2EsoFRIz9UCeh9
0.629,0.138,0.0563,0.707,0.457,spotify:track:1x5sYLZiu9r5E43kMlt9f8
0.813,0.0779,0.0554,0.866,0.969,spotify:track:7JJmb5XwzOO8jgpou264Ml
0.736,0.198,0.0527,0.579,0.613,spotify:track:2P4OICZRVAQcYAV2JReRfj
0.875,0.599,0.0262,0.763,0.8,spotify:track:5fnA9mkIfScSqHIpeDyvck
0.867,0.0368,0.116,0.66,0.377,spotify:track:6lV2MSQmRIkycDScNtrBXO
0.861,0.082,0.109,0.663,0.654,spotify:track:4356Typ82hUiFAynbLYbPn
0.649,0.0552,0.0612,0.763,0.708,spotify:track:4sWbss534ElDRQNsHRZeU0
0.636,0.35,0.0437,0.737,0.565,spotify:track:6kPJZM97LwdG9QIsT7khp6
0.82,0.0882,0.0734,0.77,0.747,spotify:track:2OeroZHtFXQE8uCVf6u7qb
0.87,0.064,0.0693,0.61,0.523,spotify:track:29VLdEqFvd0l4JFscCnrp7
0.76,0.299,0.045,0.654,0.41,spotify:track:69bp2EbF7Q2rqc5N3ylezZ
0.884,0.0973,0.0404,0.757,0.398,spotify:track:7KxhSJOYiqCDclXDBNlFSZ
0.785,0.239,0.104,0.504,0.502,spotify:track:1V6gIisPpYqgFeWbMLI0bA
0.88,0.194,0.046,0.506,0.389,spotify:track:3aQ0R6GcuBDcbMq2UzYNhk
0.84,0.116,0.0509,0.612,0.438,spotify:track:2V65y3PX4DkRhy1djlxd9p
0.857,0.344,0.0655,0.492,0.393,spotify:track:5EOo9MsHAKZoNlZZDPrBXY
0.924,0.204,0.031,0.707,0.919,spotify:track:1gihuPhrLraKYrJMAEONyc
0.857,0.11,0.0801,0.562,0.539,spotify:track:6nHqns54LRqDNjeqKDF3v8
0.775,0.102,0.0546,0.309,0.279,spotify:track:6B8CAgQ38mWf7xTvFtC0BB
0.634,0.115,0.0654,0.679,0.498,spotify:track:0dA2Mk56wEzDgegdC6R17g
0.701,0.419,0.048,0.613,0.288,spotify:track:2TnshuG2G4puBRIPJ7Anc5
0.396,0.105,0.0286,0.732,0.548,spotify:track:6i0V12jOa3mr6uu4WYhUBr
0.933,0.297,0.0448,0.754,0.75,spotify:track:0ltBH1JNzSvQJPjJpvTu9B
0.716,0.251,0.0751,0.747,0.751,spotify:track:59RSrxkSKSixEWBAIvE5Wa
0.71,0.28,0.0547,0.327,0.416,spotify:track:2Oehrcv4Kov0SuIgWyQY9e
0.422,0.107,0.0342,0.53,0.349,spotify:track:2vwlzO0Qp8kfEtzTsCXfyE
0.558,0.118,0.0593,0.706,0.227,spotify:track:4lLtanYk6tkMvooU0tWzG8
0.845,0.101,0.0339,0.69,0.638,spotify:track:3Nbcx1svCSzmyYG2I81YCZ
0.786,0.112,0.17,0.66,0.846,spotify:track:4aWmUDTfIPGksMNLV2rQP2
0.761,0.0961,0.109,0.774,0.816,spotify:track:0BIHTu5MBTa73q5MsTwfIQ
0.264,0.132,0.0322,0.422,0.331,spotify:track:3U4isOIWM3VvDubwSI3y7a
0.856,0.274,0.0565,0.717,0.645,spotify:track:7I8EGPtqTwlC0UlCAkpYtP
0.792,0.0945,0.0348,0.72,0.608,spotify:track:6U9DkOyy5hLDTdEALgSVDX
0.798,0.0899,0.0869,0.46,0.521,spotify:track:3mRNVlRKAgymByDGPqV7Sw
0.826,0.0803,0.0479,0.638,0.649,spotify:track:4lCv7b86sLynZbXhfScfm2
0.705,0.117,0.0385,0.663,0.477,spotify:track:1QzFhzIOW7CyRJLpmq5CM0
0.86,0.262,0.0554,0.608,0.437,spotify:track:1NpW5kyvO4XrNJ3rnfcNy3
0.751,0.168,0.0708,0.706,0.195,spotify:track:5vlEg2fT4cFWAqU5QptIpQ
0.79,0.0875,0.0893,0.673,0.705,spotify:track:7vfWgVGiLgnGbInU5lvSQg
0.728,0.0548,0.133,0.355,0.646,spotify:track:5Kelvlf6aU6is8muBjaZ4S
0.705,0.0879,0.0543,0.702,0.743,spotify:track:5a7NdkF09AfD0H607eiOkX
0.652,0.0931,0.0802,0.825,0.931,spotify:track:0FE9t6xYkqWXU2ahLh6D8X
0.28,0.088,0.0434,0.612,0.387,spotify:track:0nJW01T7XtvILxQgC5J7Wh
0.843,0.0876,0.0432,0.637,0.434,spotify:track:47Slg6LuqLaX0VodpSCvPt
0.965,0.138,0.101,0.587,0.825,spotify:track:1zHlj4dQ8ZAtrayhuDDmkY
0.869,0.237,0.0483,0.695,0.58,spotify:track:05SBRd4fXgn8FX7bf8BCAE
0.795,0.267,0.0976,0.646,0.796,spotify:track:0qOnSQQF0yzuPWsXrQ9paz
0.804,0.139,0.0355,0.719,0.605,spotify:track:55qBw1900pZKfXJ6Q9A2Lc
0.74,0.102,0.0339,0.593,0.502,spotify:track:6fOPuabPdAJ0HgqJFcDGb1
0.724,0.0636,0.0282,0.713,0.653,spotify:track:1h2d0gzM9ZqiBYbc2bx22V
0.517,0.104,0.0312,0.768,0.418,spotify:track:0ofbQMrRDsUaVKq2mGLEAb
0.723,0.343,0.0262,0.656,0.904,spotify:track:3haxUceS8i97BLoB7WH3Mj
0.634,0.0952,0.0428,0.704,0.411,spotify:track:1I8tHoNBFTuoJAlh4hfVVE
0.704,0.102,0.0706,0.531,0.549,spotify:track:6u7jM7ms8eiEIs2G7DANWP
0.868,0.243,0.0298,0.6,0.322,spotify:track:1Cwl11pAuDjkqPXydCRata
0.394,0.0603,0.063,0.745,0.354,spotify:track:2V6PZ5ipLEwljx6ux6kGBE
0.873,0.123,0.0565,0.421,0.63,spotify:track:7wMq5n8mYSKlQIGECKUgTX
0.895,0.097,0.0411,0.724,0.64,spotify:track:1zsG4eaZmkA1dvjDDsAGLK
0.587,0.307,0.0785,0.459,0.581,spotify:track:6OZh916QF8XNunWaP97WEZ
0.689,0.27,0.0425,0.552,0.349,spotify:track:46jLy47W8rkf8rEX04gMKB
0.67,0.185,0.126,0.874,0.68,spotify:track:2SZy40PLDk3vFucXUGFCFA
0.635,0.164,0.0317,0.617,0.446,spotify:track:6RUKPb4LETWmmr3iAEQktW
0.613,0.134,0.0542,0.775,0.797,spotify:track:5cF0dROlMOK5uNZtivgu50
0.763,0.18,0.0523,0.72,0.742,spotify:track:5knuzwU65gJK7IF5yJsuaW
0.814,0.0841,0.0393,0.59,0.231,spotify:track:7mAvh3auAemE7T03Lep5N5
0.894,0.103,0.0441,0.495,0.213,spotify:track:5VSCgNlSmTV2Yq5lB40Eaw
0.754,0.0881,0.0549,0.512,0.336,spotify:track:72C7aUQECOhNtnD0AC36ua
0.634,0.0741,0.0689,0.577,0.302,spotify:track:11tQS3cthRT6guY7WkTypx
0.749,0.103,0.0702,0.318,0.336,spotify:track:0RchWnEHETINMAyrTrlBmo
0.598,0.111,0.0377,0.498,0.0573,spotify:track:04pjfS3YIK6gXjxi1zHeZa
0.683,0.125,0.0253,0.61,0.466,spotify:track:3CKCZ9pfwAfoMZlMncA1Nc
0.598,0.107,0.0409,0.584,0.481,spotify:track:3wml3LYkMHQmfFzfiasmzL
0.869,0.0741,0.0363,0.666,0.633,spotify:track:0USJ702LWc6LJW5Od4euwP
0.715,0.0456,0.114,0.703,0.497,spotify:track:5NNlUMcOEOdoOIwwaWXv0k
0.512,0.0946,0.0503,0.574,0.512,spotify:track:4rHZZAmHpZrA3iH5zx8frV
0.533,0.0864,0.0706,0.64,0.515,spotify:track:3eR23VReFzcdmS7TYCrhCe
0.698,0.309,0.0431,0.726,0.867,spotify:track:3w3y8KPTfNeOKPiqUTakBh
0.638,0.0849,0.075,0.378,0.735,spotify:track:3ehrxAhYms24KLPG8FZe0W
0.448,0.106,0.0232,0.599,0.168,spotify:track:0tgVpDi06FyKpA1z0VMD4v
0.731,0.151,0.0379,0.484,0.51,spotify:track:7yq4Qj7cqayVTp3FF9CWbm
0.524,0.111,0.0338,0.748,0.661,spotify:track:7BKLCZ1jbUBVqRi2FVlTVw
0.592,0.099,0.112,0.633,0.679,spotify:track:2Gl0FzuLxflY6nPifJp5Dr
0.33,0.0975,0.0285,0.559,0.285,spotify:track:4kflIGfjdZJW4ot2ioixTB
0.808,0.107,0.0346,0.75,0.424,spotify:track:1AKPnbZfkE00j3vl1p5e78
0.631,0.127,0.0541,0.258,0.266,spotify:track:7y2YUIyCuVhBidENVT0068
0.734,0.13,0.0316,0.754,0.704,spotify:track:0q3xdwnXoHgHsc32CxpTG4
0.467,0.0361,0.0461,0.499,0.637,spotify:track:6RjKVXi31fui9m4dbiGRrL
0.713,0.0843,0.112,0.663,0.69,spotify:track:17Fd6Yb7mSbinKG8LoWfFl
0.563,0.143,0.0272,0.452,0.209,spotify:track:7JIuqL4ZqkpfGKQhYlrirs
0.915,0.0987,0.0544,0.485,0.201,spotify:track:57PjISfyOyDcvTPipz16nf
0.732,0.498,0.0962,0.636,0.679,spotify:track:4b4c0oH7PtrPsI86drzgFs
0.457,0.105,0.0468,0.686,0.718,spotify:track:1EzrEOXmMH3G43AXT1y7pA
0.914,0.259,0.0507,0.702,0.623,spotify:track:6C6MLXm77V9VH0v27oJRak
0.65,0.0829,0.0315,0.733,0.348,spotify:track:18AJRdgUoO9EYn11N7xzaT
0.606,0.106,0.0301,0.523,0.065,spotify:track:1wVuPmvt6AWvTL5W2GJnzZ
0.756,0.0527,0.0294,0.729,0.522,spotify:track:1CkvWZme3pRgbzaxZnTl5X
0.417,0.135,0.0354,0.623,0.721,spotify:track:0IktbUcnAGrvD03AWnz3Q8
0.58,0.0797,0.0473,0.671,0.563,spotify:track:43LB5xjUvXPLIQHfIXuJBx
0.718,0.122,0.0576,0.476,0.142,spotify:track:4pdPtRcBmOSQDlJ3Fk945m
0.573,0.0776,0.03,0.38,0.0901,spotify:track:4sjOSErZILpIu0cOlCFOIg
0.567,0.137,0.0798,0.356,0.109,spotify:track:25khomWgBVamSdKw7hzm3l
0.622,0.0641,0.0366,0.783,0.878,spotify:track:3k9FFXVPn3ua8dlpkxlCvZ
0.689,0.129,0.148,0.595,0.213,spotify:track:03f7xZmt2wHCIDJBFPK8G4
0.547,0.132,0.0489,0.778,0.441,spotify:track:1mKXFLRA179hdOWQBwUk9e
0.451,0.0872,0.0347,0.481,0.289,spotify:track:0ENSn4fwAbCGeFGVUbXEU3
0.593,0.237,0.0306,0.576,0.373,spotify:track:360Wr96ywrCQq4kTAJ8Pq6
0.43,0.0936,0.0419,0.788,0.461,spotify:track:6OnYQKTc5fbSGbIpaH4KxL
0.738,0.179,0.0309,0.864,0.938,spotify:track:5ByIHT8s38diBQf6dkEWbt
0.922,0.515,0.236,0.746,0.638,spotify:track:6UaRii9AH6Zss9xNMEQ2M9
0.708,0.777,0.0756,0.725,0.555,spotify:track:6wNeKPXF0RDKyvfKfri5hf
0.629,0.0944,0.0299,0.673,0.551,spotify:track:1jF7IL57ayN4Ity3jQqGu0
0.594,0.134,0.282,0.681,0.535,spotify:track:5aAx2yezTd8zXrkmtKl66Z
0.637,0.13,0.0992,0.592,0.565,spotify:track:5ubHAQtKuFfiG4FXfLP804
0.756,0.077,0.0288,0.6,0.191,spotify:track:4dNmmrAixF9GUkNbY2thuU
0.7,0.0549,0.0436,0.611,0.213,spotify:track:4OZEu0Vwq0RB2LAq14v99n
0.891,0.256,0.119,0.741,0.449,spotify:track:3cFsmM51N5zMAuu1nNY4Tw
0.697,0.097,0.0352,0.617,0.519,spotify:track:35689kbAwieHK4YNmwEisS
0.586,0.193,0.0377,0.799,0.549,spotify:track:3s4U7OHV7gnj42VV72eSZ6
0.787,0.0596,0.0737,0.726,0.888,spotify:track:4cluDES4hQEUhmXj6TXkSo
0.422,0.0958,0.0482,0.778,0.187,spotify:track:5t3Vk8bRKylx4fjj7qlbib
0.328,0.138,0.0305,0.606,0.393,spotify:track:0kn9QwZW8Ow9eTuZgxVEz8
0.807,0.101,0.0336,0.612,0.398,spotify:track:2QjOHCTQ1Jl3zawyYOpxh6
0.712,0.13,0.066,0.622,0.487,spotify:track:2QZ7WLBE8h2y1Y5Fb8RYbH
0.741,0.289,0.0287,0.72,0.357,spotify:track:6WkJ2OK163XXS2oARUC9JM
0.291,0.114,0.0293,0.656,0.298,spotify:track:4RCWB3V8V0dignt99LZ8vH
0.308,0.0984,0.029,0.669,0.52,spotify:track:7AFASza1mXqntmGtbxXprO
0.619,0.122,0.0386,0.684,0.284,spotify:track:65fpYBrI8o2cfrwf2US4gq
0.563,0.179,0.134,0.728,0.352,spotify:track:06KyNuuMOX1ROXRhj787tj
0.385,0.231,0.0308,0.572,0.323,spotify:track:2VxeLyX666F8uXCJ0dZF8B
0.626,0.396,0.125,0.835,0.35,spotify:track:2G7V7zsVDxg1yRsu7Ew9RJ
0.481,0.1,0.0365,0.381,0.162,spotify:track:6FRQf2Epe15kLCDXQGUbBb
0.0581,0.103,0.0374,0.345,0.304,spotify:track:3JOVTQ5h8HGFnDdp4VT3MP
0.637,0.368,0.0703,0.383,0.0827,spotify:track:2RSHsoi04658QL5xgQVov3
0.611,0.0812,0.0409,0.704,0.22,spotify:track:2FY7b99s15jUprqC0M5NCT
0.407,0.11,0.0267,0.421,0.161,spotify:track:6lanRgr6wXibZr8KgzXxBl
0.769,0.36,0.0399,0.755,0.416,spotify:track:6JflMse23AqmddXJnGiEVJ
0.502,0.764,0.0409,0.553,0.296,spotify:track:2rbDhOo9Fh61Bbu23T2qCk
0.359,0.122,0.0293,0.406,0.202,spotify:track:2fbJ5Msx8KoDKpyufH5YsU
0.862,0.093,0.0378,0.712,0.809,spotify:track:6ECp64rv50XVz93WvxXMGF
0.663,0.0994,0.0281,0.651,0.465,spotify:track:4llK75pXNWZz6KAho2Gp16
0.462,0.131,0.0646,0.611,0.377,spotify:track:7npLlaPu9Mfno8hjk5OagD
0.761,0.0941,0.0372,0.54,0.147,spotify:track:1y3bE5i57eUm3hfLAc7h08
0.828,0.122,0.0281,0.654,0.79,spotify:track:2x8evxqUlF0eRabbW2JBJd
0.739,0.111,0.272,0.319,0.449,spotify:track:42ydLwx4i5V49RXHOozJZq
0.745,0.111,0.0379,0.687,0.435,spotify:track:1GEBsLDvJGw7kviySRI6GX
0.88,0.128,0.0504,0.626,0.534,spotify:track:08bNPGLD8AhKpnnERrAc6G
0.904,0.064,0.0618,0.579,0.681,spotify:track:1rqqCSm0Qe4I9rUvWncaom
0.488,0.0936,0.0705,0.752,0.533,spotify:track:5p7ujcrUXASCNwRaWNHR1C
0.192,0.106,0.0465,0.484,0.0559,spotify:track:3YYKrn3iGOAel605Znt3ai
0.359,0.118,0.0283,0.575,0.183,spotify:track:2RSjgW4arutr9Q5Va9ur8U
0.784,0.22,0.056,0.69,0.284,spotify:track:11EDhDAVDtGPoSar6ootYA
0.379,0.0986,0.0476,0.614,0.201,spotify:track:1HNkqx9Ahdgi1Ixy2xkKkL
0.489,0.119,0.0342,0.474,0.23,spotify:track:0XPsOSYzDJZJArevQNm2AR
0.177,0.681,0.0363,0.549,0.18,spotify:track:4MzySNjSdv9ZegSD13IVNV
0.884,0.158,0.33,0.507,0.719,spotify:track:7pYVIpuFrH2cDMseplG8Jn
0.62,0.115,0.0351,0.499,0.19,spotify:track:2TMApkmCp2KYmUDiJGLisw
0.439,0.108,0.0296,0.645,0.56,spotify:track:4fUnWdIBHzigp0KcaZwwCq
0.633,0.483,0.0345,0.309,0.099,spotify:track:36EjGAZQMh8QFx7gdESSgr
0.312,0.0893,0.0569,0.265,0.0998,spotify:track:0RoA7ObU6phWpqhlC9zH4Z
0.394,0.0952,0.0336,0.277,0.227,spotify:track:0Gl5s8IhMmQE5YQwM8Qx1J
0.704,0.0424,0.186,0.284,0.1,spotify:track:45aBsnKRWUzhwbcqOJLwfe
0.639,0.221,0.0259,0.632,0.733,spotify:track:79z9QkhHePTFsSeVw9uyj0
0.577,0.0899,0.0491,0.717,0.235,spotify:track:3aauaXWRgwCMoykMbI0Jq1
0.54,0.0945,0.0287,0.759,0.75,spotify:track:0TK2YIli7K1leLovkQiNik
0.694,0.148,0.027,0.689,0.482,spotify:track:47BBI51FKFwOMlIiX6m8ya
0.405,0.105,0.0319,0.501,0.446,spotify:track:7qEHsqek33rTcFNT9PFqLf
0.425,0.1,0.375,0.701,0.562,spotify:track:2Fxmhks0bxGSBdJ92vM42m
0.792,0.167,0.0452,0.687,0.671,spotify:track:2dpaYNEQHiRxtZbfNsse99
0.588,0.149,0.0924,0.824,0.513,spotify:track:2XU0oxnq2qxCpomAAuJY8K
0.729,0.349,0.0883,0.73,0.467,spotify:track:017PF4Q3l4DBUiWoXk4OWT
0.793,0.0951,0.083,0.793,0.679,spotify:track:3PfIrDoz19wz7qK7tYeu62
0.219,0.0827,0.0358,0.38,0.0517,spotify:track:73SpzrcaHk0RQPFP73vqVR
0.844,0.102,0.0457,0.647,0.746,spotify:track:3AzjcOeAmA57TIOr9zF1ZW
0.43,0.129,0.0369,0.515,0.104,spotify:track:6b2oQwSGFkzsMtQruIWm2p
0.647,0.132,0.045,0.792,0.694,spotify:track:0aJrYfARfCKzv6gXjhs4SZ
0.696,0.139,0.165,0.748,0.414,spotify:track:4kTliHBy7w2SOMtm8qMmOW
0.598,0.111,0.0377,0.498,0.0573,spotify:track:1FpVJ7HpZInE2GvhVE2TwT
0.624,0.104,0.0665,0.819,0.752,spotify:track:2fozfsVzd6kCYp5OA3sOUJ
0.864,0.117,0.114,0.62,0.395,spotify:track:3UEnF6y5tyHVtMzldS3svp
0.848,0.103,0.382,0.654,0.185,spotify:track:27SjutLnh1PXRYDjmSDs78
0.581,0.137,0.0366,0.597,0.212,spotify:track:0hTrQoqDmFnA4S1PC265e1
0.937,0.318,0.0714,0.669,0.223,spotify:track:7EYv3adMrIC5mqurz7fHhD
0.783,0.133,0.0324,0.605,0.105,spotify:track:02shCNmb6IvgB5jLqKjtkK
0.663,0.0621,0.1,0.459,0.412,spotify:track:69Sy7207dnixZ6w7RSV9Kb
0.786,0.253,0.0317,0.537,0.18,spotify:track:3SipFlNddvL0XNZRLXvdZD
0.937,0.118,0.0397,0.669,0.344,spotify:track:7HU0fgCVI8ZcdCum2bZThz
0.864,0.192,0.116,0.681,0.479,spotify:track:1jLsirPDkUS2g4gnkYua58
0.696,0.123,0.0402,0.458,0.418,spotify:track:4B2kkxg3wKSTZw5JPaUtzQ
0.723,0.123,0.175,0.42,0.288,spotify:track:6zAiRKvAMlXHxEtyO4yxIO
0.88,0.0534,0.0317,0.707,0.565,spotify:track:47qYqGPgMTh3l1PRKBHEfI
0.928,0.12,0.0515,0.729,0.322,spotify:track:4VZH6OfxPy1nNE7KbtVKyK
0.612,0.0387,0.0515,0.715,0.95,spotify:track:2WpstnkNuH6dUnm3fVLCpU
0.634,0.189,0.0578,0.423,0.467,spotify:track:0lks2Kt9veMOFEAPN0fsqN
0.626,0.0741,0.0467,0.0993,0.0399,spotify:track:3jevgr3fYdv9wYO3IDJq2a
0.933,0.0833,0.0385,0.768,0.245,spotify:track:4qDHt2ClApBBzDAvhNGWFd
0.679,0.165,0.15,0.295,0.381,spotify:track:2eZjO58Qe9og2xmyfw4qwJ
0.798,0.0932,0.0391,0.52,0.168,spotify:track:4jp4Z02kzzg8gK0NmDGgml
0.478,0.105,0.0484,0.14,0.0412,spotify:track:3f4fc8c8unrQeKecmUPEDR
0.945,0.439,0.096,0.653,0.326,spotify:track:3hWfKBt3n7j1xqIy6LA5ve
0.431,0.0887,0.0364,0.785,0.236,spotify:track:4TnjEaWOeW0eKTKIEvJyCa
0.722,0.272,0.0369,0.7,0.756,spotify:track:3tjFYV6RSFtuktYl3ZtYcq
0.7,0.137,0.0399,0.81,0.193,spotify:track:67O8CWXxPsfz8orZVGMQwf
0.575,0.28,0.211,0.543,0.234,spotify:track:1Bmn5aStO2S33dz1Di0g3K
0.72,0.129,0.218,0.789,0.664,spotify:track:3H7ihDc1dqLriiWXwsc2po
0.601,0.46,0.148,0.621,0.457,spotify:track:696DnlkuDOXcMAnKlTgXXK
0.481,0.269,0.0803,0.767,0.761,spotify:track:1xQ6trAsedVPCdbtDAmk0c
0.893,0.0629,0.05,0.568,0.0377,spotify:track:5H9S7RaxxSAgY77Mb0CSPz
0.728,0.149,0.0484,0.841,0.43,spotify:track:6gBFPUFcJLzWGx4lenP6h2
0.73,0.0897,0.0598,0.514,0.334,spotify:track:0VjIjW4GlUZAMYd2vXMi3b
0.431,0.0996,0.0622,0.728,0.629,spotify:track:5RqR4ZCCKJDcBLIn4sih9l
0.554,0.132,0.0383,0.774,0.349,spotify:track:6wJYhPfqk3KGhHRG76WzOh
0.585,0.111,0.251,0.57,0.378,spotify:track:0Z26mbSHJ1dkUu7g9DDgif
0.73,0.124,0.222,0.834,0.446,spotify:track:2xLMifQCjDGFmkHkpNLD9h
0.721,0.285,0.0506,0.785,0.894,spotify:track:7fPuWrlpwDcHm5aHCH5D9t
0.613,0.267,0.128,0.65,0.0804,spotify:track:2U5WueTLIK5WJLD7mvDODv
0.586,0.79,0.0559,0.896,0.642,spotify:track:0nbXyq5TXYPCO7pr3N8S4I
0.69,0.101,0.164,0.746,0.497,spotify:track:7ytR5pFWmSjzHJIeQkgog4
0.537,0.157,0.0514,0.716,0.28,spotify:track:39Yp9wwQiSRIDOvrVg7mbk
0.431,0.696,0.135,0.726,0.348,spotify:track:7eJMfftS33KTjuF7lTsMCx
0.631,0.132,0.343,0.474,0.425,spotify:track:6Gg1gjgKi2AK4e0qzsR7sd
0.66,0.111,0.079,0.799,0.471,spotify:track:02kDW379Yfd5PzW5A6vuGt
0.723,0.185,0.26,0.904,0.835,spotify:track:2MbdDtCv5LUVjYy9RuGTgC
0.454,0.0824,0.375,0.935,0.357,spotify:track:4Oun2ylbjFKMPTiaSbbCih
0.427,0.21,0.0317,0.598,0.0605,spotify:track:3eekarcy7kvN4yt5ZFzltW
0.692,0.153,0.0457,0.685,0.578,spotify:track:6Hj9jySrnFppAI0sEMCZpJ
0.692,0.603,0.0376,0.629,0.453,spotify:track:527k23H0A4Q0UJN3vGs0Da
0.619,0.0953,0.0346,0.729,0.623,spotify:track:4iWKQu7GcqRl1aVll2PD20
0.548,0.133,0.353,0.709,0.543,spotify:track:1tkg4EHVoqnhR6iFEXb60y
0.452,0.114,0.0439,0.654,0.532,spotify:track:0JoWBcL61YWLXM5vW0YTHO
0.454,0.114,0.201,0.834,0.837,spotify:track:127QTOFJsJQp5LbJbu3A1y
0.479,0.101,0.541,0.783,0.533,spotify:track:3JKgcAa7r07ocVWcV8bS0H
0.787,0.129,0.367,0.769,0.836,spotify:track:6Ozh9Ok6h4Oi1wUSLtBseN
0.586,0.193,0.2,0.823,0.347,spotify:track:0PvFJmanyNQMseIFrU708S
0.529,0.0856,0.307,0.671,0.203,spotify:track:4VXIryQMWpIdGgYR4TrjT1
0.699,0.195,0.277,0.835,0.547,spotify:track:4jVBIpuOiMj1crqd8LoCrJ
0.745,0.292,0.342,0.808,0.829,spotify:track:7FIWs0pqAYbP91WWM0vlTQ
0.758,0.101,0.422,0.896,0.764,spotify:track:4CPhkF6SboNZoZfjgaEYME
0.483,0.185,0.127,0.783,0.299,spotify:track:2G7vVF2QPQtlnQ7EQntij8
0.43,0.0887,0.0364,0.784,0.236,spotify:track:2rRJrJEo19S2J82BDsQ3F7
0.74,0.118,0.0681,0.89,0.0683,spotify:track:6TLHo63Z3wqHkW6adVeEwZ
0.564,0.0985,0.316,0.737,0.684,spotify:track:5kuUOpHZlZjL8b7HXkxRsm
0.813,0.181,0.236,0.772,0.684,spotify:track:32z2XMNAqSNOB9lAxctyce
0.57,0.0987,0.139,0.813,0.215,spotify:track:3CgZi8DMUftJHK6WL2gKc1
0.671,0.454,0.146,0.825,0.687,spotify:track:2bk5EEG7oTNiUHkkqXeVYf
0.802,0.139,0.326,0.544,0.322,spotify:track:3sGcETRMuAgcPgjDpIkgMn
0.575,0.153,0.0524,0.518,0.577,spotify:track:13Rf6RaZT13TW4xLQR3MQr
0.601,0.46,0.148,0.621,0.457,spotify:track:696DnlkuDOXcMAnKlTgXXK
0.567,0.393,0.05,0.713,0.513,spotify:track:3Hi829to1jWWtcUxMdbJng
0.637,0.51,0.0369,0.65,0.575,spotify:track:7ikRId3U9AXd6tfF2fbItC
0.767,0.113,0.193,0.417,0.152,spotify:track:3MkdA6vwF0ifRl86yzTlJW
0.573,0.18,0.166,0.535,0.208,spotify:track:6nc3d5wRTTzkZo29kZRr5r
0.805,0.0787,0.0328,0.796,0.528,spotify:track:1PuQBTDZ6WntifoXDrUXRg
0.741,0.293,0.193,0.731,0.362,spotify:track:3ZNt77s1KL5tjXhI2fVWEi
0.765,0.321,0.12,0.825,0.277,spotify:track:4ygXJj7Mpn9y8nxhDRufaY
0.715,0.0916,0.153,0.662,0.28,spotify:track:7MPQNyAX02uIEQCRsC4sgc
0.721,0.142,0.161,0.805,0.787,spotify:track:58RYmMg7AdRMJIGkLZQEx9
0.73,0.124,0.222,0.834,0.446,spotify:track:2xLMifQCjDGFmkHkpNLD9h
0.715,0.0938,0.339,0.789,0.907,spotify:track:3Vm5NxQWmQ5ozZpIJHjFaH
0.73,0.347,0.337,0.472,0.453,spotify:track:51kmQyWt5Y6U17IATtdNul
0.727,0.138,0.0499,0.629,0.132,spotify:track:5oI9blwsXC8AkTWw6wASY8
0.554,0.132,0.0383,0.774,0.349,spotify:track:6wJYhPfqk3KGhHRG76WzOh
